PDI-H-COOH,,PDI-Me-COOH,,PDI-OMe-COOH
Wavenumber,intensity,Wavenumber,intensity,Wavenumber,intensity
2655.981,76.0818,2655.981,73.47412,2655.981,87.66602
2656.463,76.08762,2656.463,73.47816,2656.463,87.67413
2656.946,76.09425,2656.946,73.48222,2656.946,87.68264
2657.428,76.10143,2657.428,73.48611,2657.428,87.69115
2657.91,76.10904,2657.91,73.48997,2657.91,87.6992
2658.392,76.11716,2658.392,73.49419,2658.392,87.70659
2658.874,76.12601,2658.874,73.4993,2658.874,87.71327
2659.356,76.13577,2659.356,73.50567,2659.356,87.71935
2659.838,76.14648,2659.838,73.51326,2659.838,87.72497
2660.32,76.15813,2660.32,73.52164,2660.32,87.73038
2660.802,76.17056,2660.802,73.53013,2660.802,87.73585
2661.285,76.18379,2661.285,73.53815,2661.285,87.74162
2661.767,76.19797,2661.767,73.54555,2661.767,87.74785
2662.249,76.21334,2662.249,73.55272,2662.249,87.75465
2662.731,76.23012,2662.731,73.56043,2662.731,87.76177
2663.213,76.24831,2663.213,73.56953,2663.213,87.7689
2663.695,76.26759,2663.695,73.58054,2663.695,87.77558
2664.177,76.28735,2664.177,73.59346,2664.177,87.78158
2664.659,76.30701,2664.659,73.60781,2664.659,87.78691
2665.142,76.32617,2665.142,73.62283,2665.142,87.79204
2665.624,76.3448,2665.624,73.63787,2665.624,87.79761
2666.106,76.36318,2666.106,73.65266,2666.106,87.80434
2666.588,76.38192,2666.588,73.6673,2666.588,87.81265
2667.07,76.4014,2667.07,73.68214,2667.07,87.82241
2667.552,76.42183,2667.552,73.69759,2667.552,87.833
2668.034,76.44312,2668.034,73.71385,2668.034,87.84356
2668.516,76.46495,2668.516,73.73091,2668.516,87.8533
2668.999,76.48712,2668.999,73.74858,2668.999,87.86182
2669.481,76.50963,2669.481,73.76678,2669.481,87.86919
2669.963,76.53275,2669.963,73.78541,2669.963,87.87592
2670.445,76.55688,2670.445,73.80462,2670.445,87.8827
2670.927,76.5823,2670.927,73.82438,2670.927,87.88998
2671.409,76.60902,2671.409,73.84451,2671.409,87.89783
2671.891,76.6367,2671.891,73.86457,2671.891,87.90596
2672.373,76.66471,2672.373,73.88393,2672.373,87.91388
2672.855,76.69249,2672.855,73.90209,2672.855,87.9211
2673.338,76.71954,2673.338,73.91891,2673.338,87.92752
2673.82,76.74578,2673.82,73.93475,2673.82,87.93336
2674.302,76.77129,2674.302,73.95037,2674.302,87.93922
2674.784,76.79623,2674.784,73.96674,2674.784,87.94576
2675.266,76.82083,2675.266,73.98458,2675.266,87.95352
2675.748,76.8451,2675.748,74.00427,2675.748,87.96279
2676.23,76.86905,2676.23,74.02574,2676.23,87.97353
2676.712,76.89268,2676.712,74.04852,2676.712,87.9854
2677.195,76.91606,2677.195,74.07211,2677.195,87.99797
2677.677,76.93935,2677.677,74.09604,2677.677,88.01067
2678.159,76.96265,2678.159,74.12002,2678.159,88.02303
2678.641,76.98589,2678.641,74.14395,2678.641,88.03465
2679.123,77.00887,2679.123,74.16767,2679.123,88.04521
2679.605,77.03126,2679.605,74.19099,2679.605,88.0547
2680.087,77.0528,2680.087,74.21369,2680.087,88.06327
2680.569,77.07343,2680.569,74.2356,2680.569,88.07134
2681.052,77.09344,2681.052,74.25686,2681.052,88.07944
2681.533,77.11331,2681.533,74.2778,2681.533,88.08805
2682.016,77.13346,2682.016,74.29899,2682.016,88.09759
2682.498,77.15407,2682.498,74.32104,2682.498,88.10809
2682.98,77.17498,2682.98,74.34433,2682.98,88.11935
2683.462,77.1957,2683.462,74.3689,2683.462,88.13092
2683.944,77.21568,2683.944,74.39444,2683.944,88.14239
2684.426,77.23459,2684.426,74.42051,2684.426,88.15343
2684.908,77.25237,2684.908,74.44656,2684.908,88.16387
2685.39,77.26934,2685.39,74.4722,2685.39,88.17367
2685.873,77.28587,2685.873,74.49722,2685.873,88.18285
2686.355,77.3022,2686.355,74.52148,2686.355,88.19126
2686.837,77.31824,2686.837,74.54497,2686.837,88.19877
2687.319,77.33363,2687.319,74.56755,2687.319,88.20511
2687.801,77.34787,2687.801,74.58931,2687.801,88.2101
2688.283,77.36067,2688.283,74.61043,2688.283,88.21375
2688.765,77.37204,2688.765,74.63132,2688.765,88.21628
2689.247,77.38233,2689.247,74.65248,2689.247,88.21799
2689.729,77.39206,2689.729,74.67428,2689.729,88.21927
2690.212,77.40157,2690.212,74.69685,2690.212,88.22037
2690.694,77.41087,2690.694,74.71988,2690.694,88.22145
2691.176,77.41957,2691.176,74.74256,2691.176,88.22258
2691.658,77.42717,2691.658,74.76405,2691.658,88.22385
2692.14,77.43319,2692.14,74.78365,2692.14,88.22538
2692.622,77.43756,2692.622,74.8011,2692.622,88.2274
2693.104,77.44057,2693.104,74.81674,2693.104,88.23004
2693.586,77.44276,2693.586,74.83117,2693.586,88.23334
2694.069,77.44475,2694.069,74.84511,2694.069,88.23707
2694.551,77.44685,2694.551,74.85886,2694.551,88.24074
2695.033,77.44916,2695.033,74.8723,2695.033,88.24388
2695.515,77.45148,2695.515,74.88483,2695.515,88.24609
2695.997,77.45368,2695.997,74.89577,2695.997,88.24712
2696.479,77.45565,2696.479,74.90456,2696.479,88.24709
2696.961,77.45756,2696.961,74.91118,2696.961,88.24631
2697.443,77.45959,2697.443,74.91606,2697.443,88.2451
2697.926,77.46191,2697.926,74.92004,2697.926,88.24381
2698.408,77.46445,2698.408,74.92406,2698.408,88.24261
2698.89,77.467,2698.89,74.92883,2698.89,88.24167
2699.372,77.46918,2699.372,74.93481,2699.372,88.24095
2699.854,77.47084,2699.854,74.94212,2699.854,88.24059
2700.336,77.47198,2700.336,74.95074,2700.336,88.24071
2700.818,77.47286,2700.818,74.96043,2700.818,88.24137
2701.3,77.4737,2701.3,74.97083,2701.3,88.24254
2701.782,77.47456,2701.782,74.98146,2701.782,88.24393
2702.265,77.47523,2702.265,74.99162,2702.265,88.24523
2702.747,77.4752,2702.747,75.00053,2702.747,88.246
2703.229,77.47398,2703.229,75.00743,2703.229,88.24599
2703.711,77.47122,2703.711,75.01185,2703.711,88.24519
2704.193,77.46709,2704.193,75.01372,2704.193,88.24382
2704.675,77.4621,2704.675,75.01347,2704.675,88.24225
2705.157,77.45696,2705.157,75.01192,2705.157,88.24088
2705.639,77.4523,2705.639,75.0099,2705.639,88.24001
2706.122,77.44836,2706.122,75.00816,2706.122,88.23972
2706.604,77.44495,2706.604,75.00704,2706.604,88.24
2707.086,77.4416,2707.086,75.00662,2707.086,88.24079
2707.568,77.43782,2707.568,75.00661,2707.568,88.24197
2708.05,77.43333,2708.05,75.00671,2708.05,88.24347
2708.532,77.42813,2708.532,75.00659,2708.532,88.2451
2709.014,77.42256,2709.014,75.00606,2709.014,88.24658
2709.496,77.41688,2709.496,75.00491,2709.496,88.24754
2709.979,77.41132,2709.979,75.00304,2709.979,88.24755
2710.46,77.40579,2710.46,75.00038,2710.46,88.24646
2710.943,77.40009,2710.943,74.99699,2710.943,88.24443
2711.425,77.39398,2711.425,74.9932,2711.425,88.24198
2711.907,77.38747,2711.907,74.98944,2711.907,88.23994
2712.389,77.38073,2712.389,74.98623,2712.389,88.2391
2712.871,77.37408,2712.871,74.98392,2712.871,88.23996
2713.353,77.36781,2713.353,74.98254,2713.353,88.24252
2713.835,77.36194,2713.835,74.98151,2713.835,88.24626
2714.317,77.35632,2714.317,74.97998,2714.317,88.25029
2714.8,77.35056,2714.8,74.97694,2714.8,88.25371
2715.282,77.34436,2715.282,74.97157,2715.282,88.25569
2715.764,77.33751,2715.764,74.96359,2715.764,88.25586
2716.246,77.33003,2716.246,74.9532,2716.246,88.25415
2716.728,77.32199,2716.728,74.94106,2716.728,88.25084
2717.21,77.31342,2717.21,74.92788,2717.21,88.24636
2717.692,77.30419,2717.692,74.91428,2717.692,88.24118
2718.174,77.29398,2718.174,74.90061,2718.174,88.23586
2718.656,77.28243,2718.656,74.88702,2718.656,88.23089
2719.139,77.26942,2719.139,74.8736,2719.139,88.22672
2719.621,77.25508,2719.621,74.86053,2719.621,88.22356
2720.103,77.2399,2720.103,74.84805,2720.103,88.22134
2720.585,77.22453,2720.585,74.8365,2720.585,88.21966
2721.067,77.20955,2721.067,74.8258,2721.067,88.21772
2721.549,77.19525,2721.549,74.8156,2721.549,88.21474
2722.031,77.18159,2722.031,74.80514,2722.031,88.21001
2722.513,77.16828,2722.513,74.79356,2722.513,88.20332
2722.996,77.15498,2722.996,74.78018,2722.996,88.19497
2723.478,77.14151,2723.478,74.76491,2723.478,88.18559
2723.96,77.12791,2723.96,74.74816,2723.96,88.17593
2724.442,77.11426,2724.442,74.7308,2724.442,88.16653
2724.924,77.10072,2724.924,74.71385,2724.924,88.15749
2725.406,77.08733,2725.406,74.69802,2725.406,88.14851
2725.888,77.07397,2725.888,74.68353,2725.888,88.13914
2726.37,77.06042,2726.37,74.67024,2726.37,88.12908
2726.853,77.04669,2726.853,74.65767,2726.853,88.11842
2727.335,77.03287,2727.335,74.64538,2727.335,88.10763
2727.817,77.01929,2727.817,74.63312,2727.817,88.09745
2728.299,77.00629,2728.299,74.6208,2728.299,88.08843
2728.781,76.99406,2728.781,74.60851,2728.781,88.08082
2729.263,76.98244,2729.263,74.5961,2729.263,88.0743
2729.745,76.97108,2729.745,74.5834,2729.745,88.06827
2730.227,76.95949,2730.227,74.57008,2730.227,88.06196
2730.709,76.94738,2730.709,74.55595,2730.709,88.05487
2731.192,76.93481,2731.192,74.54119,2731.192,88.04684
2731.674,76.92229,2731.674,74.52634,2731.674,88.03802
2732.156,76.91049,2732.156,74.51219,2732.156,88.02876
2732.638,76.90005,2732.638,74.49957,2732.638,88.01933
2733.12,76.8913,2733.12,74.48895,2733.12,88.00977
2733.602,76.88405,2733.602,74.48026,2733.602,88.00005
2734.084,76.8778,2734.084,74.47295,2734.084,87.9901
2734.566,76.87184,2734.566,74.46619,2734.566,87.97997
2735.049,76.86568,2735.049,74.4592,2735.049,87.96998
2735.531,76.85896,2735.531,74.4515,2735.531,87.96057
2736.013,76.85181,2736.013,74.44308,2736.013,87.95219
2736.495,76.84447,2736.495,74.43421,2736.495,87.945
2736.977,76.83724,2736.977,74.42528,2736.977,87.93889
2737.459,76.83028,2737.459,74.41661,2737.459,87.93336
2737.941,76.82358,2737.941,74.4083,2737.941,87.92785
2738.423,76.81702,2738.423,74.40028,2738.423,87.9218
2738.906,76.81049,2738.906,74.39234,2738.906,87.91493
2739.387,76.80385,2739.387,74.3844,2739.387,87.90722
2739.87,76.797,2739.87,74.37643,2739.87,87.89883
2740.352,76.78993,2740.352,74.36855,2740.352,87.88997
2740.834,76.78264,2740.834,74.36087,2740.834,87.88081
2741.316,76.7751,2741.316,74.35349,2741.316,87.87151
2741.798,76.76739,2741.798,74.34642,2741.798,87.8621
2742.28,76.75968,2742.28,74.33965,2742.28,87.85275
2742.762,76.7522,2742.762,74.33313,2742.762,87.84364
2743.244,76.74524,2743.244,74.3268,2743.244,87.83498
2743.727,76.73886,2743.727,74.32049,2743.727,87.82694
2744.209,76.73299,2744.209,74.31393,2744.209,87.81952
2744.691,76.72728,2744.691,74.30675,2744.691,87.81261
2745.173,76.72127,2745.173,74.29856,2745.173,87.80595
2745.655,76.71457,2745.655,74.28906,2745.655,87.79928
2746.137,76.70701,2746.137,74.27826,2746.137,87.79245
2746.619,76.69877,2746.619,74.26649,2746.619,87.78542
2747.101,76.69028,2747.101,74.25438,2747.101,87.7782
2747.583,76.68192,2747.583,74.24265,2747.583,87.77086
2748.066,76.67399,2748.066,74.2318,2748.066,87.76337
2748.548,76.6665,2748.548,74.222,2748.548,87.75568
2749.03,76.65916,2749.03,74.21296,2749.03,87.74767
2749.512,76.65166,2749.512,74.20422,2749.512,87.73927
2749.994,76.64366,2749.994,74.19517,2749.994,87.73052
2750.476,76.63507,2750.476,74.18543,2750.476,87.7215
2750.958,76.62592,2750.958,74.17475,2750.958,87.7123
2751.44,76.6163,2751.44,74.16308,2751.44,87.70291
2751.923,76.60619,2751.923,74.15042,2751.923,87.69318
2752.405,76.59535,2752.405,74.13658,2752.405,87.68293
2752.887,76.58355,2752.887,74.12141,2752.887,87.67208
2753.369,76.57064,2753.369,74.10473,2753.369,87.66068
2753.851,76.55682,2753.851,74.08661,2753.851,87.64901
2754.333,76.54258,2754.333,74.06752,2754.333,87.63749
2754.815,76.52867,2754.815,74.04825,2754.815,87.6265
2755.297,76.51575,2755.297,74.02966,2755.297,87.61623
2755.78,76.50406,2755.78,74.01234,2755.78,87.60654
2756.262,76.4933,2756.262,73.99632,2756.262,87.5971
2756.744,76.48273,2756.744,73.98102,2756.744,87.58739
2757.226,76.47145,2757.226,73.96545,2757.226,87.57698
2757.708,76.45871,2757.708,73.9485,2757.708,87.56557
2758.19,76.44435,2758.19,73.92937,2758.19,87.55309
2758.672,76.42874,2758.672,73.90784,2758.672,87.53952
2759.154,76.41264,2759.154,73.88427,2759.154,87.52495
2759.636,76.39678,2759.636,73.85938,2759.636,87.50947
2760.119,76.38167,2760.119,73.834,2760.119,87.49323
2760.601,76.3673,2760.601,73.8087,2760.601,87.47658
2761.083,76.35335,2761.083,73.78373,2761.083,87.46005
2761.565,76.33923,2761.565,73.75905,2761.565,87.44435
2762.047,76.32448,2762.047,73.73435,2762.047,87.43015
2762.529,76.30887,2762.529,73.70935,2762.529,87.41782
2763.011,76.29237,2763.011,73.6837,2763.011,87.40726
2763.493,76.27512,2763.493,73.65707,2763.493,87.39782
2763.976,76.25718,2763.976,73.62923,2763.976,87.3886
2764.458,76.23861,2764.458,73.59991,2764.458,87.37856
2764.94,76.21941,2764.94,73.56901,2764.94,87.36704
2765.422,76.1997,2765.422,73.53672,2765.422,87.35391
2765.904,76.17979,2765.904,73.50362,2765.904,87.33935
2766.386,76.16017,2766.386,73.47047,2766.386,87.32386
2766.868,76.14133,2766.868,73.43816,2766.868,87.30781
2767.35,76.12362,2767.35,73.4073,2767.35,87.29125
2767.833,76.10703,2767.833,73.37814,2767.833,87.27399
2768.314,76.0913,2768.314,73.35035,2768.314,87.25577
2768.797,76.0759,2768.797,73.32322,2768.797,87.23655
2769.279,76.06036,2769.279,73.29592,2769.279,87.21668
2769.761,76.04443,2769.761,73.26775,2769.761,87.19699
2770.243,76.02807,2770.243,73.2384,2770.243,87.17831
2770.725,76.01143,2770.725,73.20784,2770.725,87.16143
2771.207,75.99467,2771.207,73.17631,2771.207,87.14656
2771.689,75.97783,2771.689,73.14403,2771.689,87.13329
2772.171,75.96072,2772.171,73.11114,2772.171,87.12083
2772.654,75.94318,2772.654,73.07771,2772.654,87.10818
2773.136,75.92516,2773.136,73.04381,2773.136,87.09457
2773.618,75.90682,2773.618,73.00978,2773.618,87.07966
2774.1,75.88868,2774.1,72.97609,2774.1,87.06341
2774.582,75.87128,2774.582,72.94337,2774.582,87.04613
2775.064,75.85512,2775.064,72.91215,2775.064,87.02813
2775.546,75.84039,2775.546,72.88259,2775.546,87.00961
2776.028,75.82698,2776.028,72.85438,2776.028,86.99075
2776.51,75.81445,2776.51,72.82679,2776.51,86.97163
2776.993,75.80242,2776.993,72.79895,2776.993,86.95251
2777.475,75.79054,2777.475,72.77013,2777.475,86.93369
2777.957,75.7787,2777.957,72.74004,2777.957,86.91557
2778.439,75.76691,2778.439,72.70897,2778.439,86.89846
2778.921,75.75512,2778.921,72.67762,2778.921,86.88244
2779.403,75.74318,2779.403,72.64684,2779.403,86.86738
2779.885,75.73083,2779.885,72.61736,2779.885,86.85303
2780.367,75.71775,2780.367,72.58963,2780.367,86.83904
2780.85,75.70377,2780.85,72.56364,2780.85,86.82524
2781.332,75.68903,2781.332,72.53915,2781.332,86.81162
2781.814,75.67387,2781.814,72.51567,2781.814,86.79826
2782.296,75.65878,2782.296,72.49273,2782.296,86.78517
2782.778,75.64408,2782.778,72.46989,2782.778,86.77234
2783.26,75.62981,2783.26,72.44681,2783.26,86.75951
2783.742,75.61568,2783.742,72.42331,2783.742,86.74652
2784.224,75.6013,2784.224,72.39935,2784.224,86.73318
2784.707,75.58636,2784.707,72.37515,2784.707,86.7196
2785.189,75.5709,2785.189,72.35107,2785.189,86.70599
2785.671,75.55536,2785.671,72.3276,2785.671,86.69257
2786.153,75.54034,2786.153,72.30518,2786.153,86.67941
2786.635,75.52639,2786.635,72.28405,2786.635,86.66645
2787.117,75.51369,2787.117,72.26425,2787.117,86.65345
2787.599,75.50195,2787.599,72.24542,2787.599,86.64018
2788.081,75.49055,2788.081,72.22711,2788.081,86.62663
2788.563,75.47879,2788.563,72.20892,2788.563,86.61304
2789.046,75.46614,2789.046,72.19063,2789.046,86.60001
2789.528,75.45253,2789.528,72.17235,2789.528,86.58808
2790.01,75.43824,2790.01,72.15445,2790.01,86.57767
2790.492,75.42382,2790.492,72.13736,2790.492,86.56874
2790.974,75.40974,2790.974,72.12134,2790.974,86.56092
2791.456,75.39627,2791.456,72.10643,2791.456,86.55371
2791.938,75.38342,2791.938,72.0924,2791.938,86.54665
2792.42,75.37105,2792.42,72.07882,2792.42,86.53954
2792.903,75.35894,2792.903,72.06526,2792.903,86.53248
2793.385,75.34708,2793.385,72.05144,2793.385,86.52573
2793.867,75.33565,2793.867,72.0372,2793.867,86.51937
2794.349,75.32484,2794.349,72.02257,2794.349,86.51324
2794.831,75.3148,2794.831,72.0077,2794.831,86.50689
2795.313,75.30557,2795.313,71.99276,2795.313,86.49976
2795.795,75.29697,2795.795,71.97805,2795.795,86.49142
2796.277,75.2887,2796.277,71.96393,2796.277,86.48187
2796.76,75.28053,2796.76,71.95081,2796.76,86.47152
2797.241,75.27227,2797.241,71.93906,2797.241,86.46101
2797.724,75.26385,2797.724,71.92885,2797.724,86.451
2798.206,75.2552,2798.206,71.92,2798.206,86.44178
2798.688,75.24628,2798.688,71.91191,2798.688,86.4333
2799.17,75.23685,2799.17,71.90366,2799.17,86.42522
2799.652,75.2268,2799.652,71.89436,2799.652,86.41724
2800.134,75.21598,2800.134,71.88335,2800.134,86.40924
2800.616,75.20453,2800.616,71.8706,2800.616,86.40155
2801.098,75.19283,2801.098,71.85656,2801.098,86.39468
2801.581,75.18127,2801.581,71.84223,2801.581,86.38912
2802.063,75.1704,2802.063,71.82869,2802.063,86.38509
2802.545,75.16042,2802.545,71.81672,2802.545,86.38235
2803.027,75.15137,2803.027,71.80666,2803.027,86.38026
2803.509,75.14303,2803.509,71.79826,2803.509,86.37808
2803.991,75.13507,2803.991,71.7909,2803.991,86.37507
2804.473,75.12719,2804.473,71.78381,2804.473,86.37089
2804.955,75.11922,2804.955,71.77627,2804.955,86.3654
2805.438,75.11111,2805.438,71.76779,2805.438,86.35873
2805.92,75.10293,2805.92,71.75812,2805.92,86.35101
2806.402,75.09467,2806.402,71.74714,2806.402,86.34229
2806.884,75.08643,2806.884,71.73495,2806.884,86.33259
2807.366,75.07821,2807.366,71.72173,2807.366,86.32195
2807.848,75.07015,2807.848,71.70788,2807.848,86.31068
2808.33,75.06257,2808.33,71.69392,2808.33,86.29926
2808.812,75.05579,2808.812,71.68054,2808.812,86.28825
2809.294,75.05021,2809.294,71.66829,2809.294,86.27811
2809.777,75.04597,2809.777,71.65744,2809.777,86.26896
2810.259,75.04293,2810.259,71.6478,2810.259,86.26048
2810.741,75.04066,2810.741,71.6387,2810.741,86.25213
2811.223,75.03857,2811.223,71.62926,2811.223,86.24335
2811.705,75.03607,2811.705,71.61855,2811.705,86.23383
2812.187,75.03283,2812.187,71.60594,2812.187,86.22353
2812.669,75.02875,2812.669,71.59131,2812.669,86.21276
2813.151,75.02405,2813.151,71.575,2813.151,86.20181
2813.634,75.01899,2813.634,71.55761,2813.634,86.19078
2814.116,75.0138,2814.116,71.53983,2814.116,86.17943
2814.598,75.00858,2814.598,71.52219,2814.598,86.1673
2815.08,75.00327,2815.08,71.50498,2815.08,86.15395
2815.562,74.99786,2815.562,71.48834,2815.562,86.13907
2816.044,74.99239,2816.044,71.47235,2816.044,86.12292
2816.526,74.98707,2816.526,71.45706,2816.526,86.10615
2817.008,74.98222,2817.008,71.44249,2817.008,86.08954
2817.49,74.97809,2817.49,71.42859,2817.49,86.07381
2817.973,74.97483,2817.973,71.41519,2817.973,86.05921
2818.455,74.97232,2818.455,71.40198,2818.455,86.04561
2818.937,74.97034,2818.937,71.38869,2818.937,86.03246
2819.419,74.96866,2819.419,71.37519,2819.419,86.01917
2819.901,74.96712,2819.901,71.36172,2819.901,86.00525
2820.383,74.96576,2820.383,71.34872,2820.383,85.99055
2820.865,74.96473,2820.865,71.33681,2820.865,85.97515
2821.347,74.96421,2821.347,71.32641,2821.347,85.95937
2821.83,74.96426,2821.83,71.31766,2821.83,85.94355
2822.312,74.96478,2822.312,71.31022,2822.312,85.92799
2822.794,74.96555,2822.794,71.30345,2822.794,85.91286
2823.276,74.96633,2823.276,71.29671,2823.276,85.8983
2823.758,74.96699,2823.758,71.28955,2823.758,85.88436
2824.24,74.96761,2824.24,71.28194,2824.24,85.87103
2824.722,74.96838,2824.722,71.27415,2824.722,85.85824
2825.204,74.9696,2825.204,71.26662,2825.204,85.84579
2825.687,74.97142,2825.687,71.25957,2825.687,85.8335
2826.168,74.97393,2826.168,71.25304,2826.168,85.82115
2826.651,74.97701,2826.651,71.24676,2826.651,85.80872
2827.133,74.98053,2827.133,71.24038,2827.133,85.79624
2827.615,74.98427,2827.615,71.23376,2827.615,85.78381
2828.097,74.98804,2828.097,71.22705,2828.097,85.77141
2828.579,74.99169,2828.579,71.2207,2828.579,85.75876
2829.061,74.99496,2829.061,71.21521,2829.061,85.74525
2829.543,74.9976,2829.543,71.21091,2829.543,85.73015
2830.026,74.99931,2830.026,71.20779,2830.026,85.71283
2830.508,74.99985,2830.508,71.20543,2830.508,85.69306
2830.99,74.99918,2830.99,71.20325,2830.99,85.67125
2831.472,74.99751,2831.472,71.2007,2831.472,85.64845
